ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,referenceID,publishedInPage,publishedInYear,code,status,remarks,link
260,261,Anacampsis crypticopa,"(Meyrick, 1931)",species,,Anacampsis,,crypticopa,,,,,ICZN,,,
261,261,Gelechia crypticopa,"Meyrick, 1931",species,,Gelechia,,crypticopa,,205,,,ICZN,,,
262,262,Anacampsis diplodelta,"Meyrick, 1922",species,,Anacampsis,,diplodelta,,206,,,ICZN,,,
263,263,Anacampsis flexiloqua,"Meyrick, 1922",species,,Anacampsis,,flexiloqua,,207,,,ICZN,,,
264,264,Anacampsis fragariella,"Busck, 1904",species,,Anacampsis,,fragariella,,208,,,ICZN,,,
265,266,Anacampsis fullonella,"(Zeller, 1873)",species,,Anacampsis,,fullonella,,,,,ICZN,,,
266,266,Gelechia (Ceratophora) fullonella,"Zeller, 1873",species,,Gelechia,Ceratophora,fullonella,,209,,,ICZN,,,
267,267,Gelechia rufusella,"Chambers, 1874",species,,Gelechia,,rufusella,,210,,,ICZN,,,
268,268,Gelechia subruberella,"Chambers, 1874",species,,Gelechia,,subruberella,,211,,,ICZN,,,
269,269,Gelechia bidiscomaculella,"Chambers, 1874",species,,Gelechia,,bidiscomaculella,,212,,,ICZN,,,
270,270,Menesta rubescens,"Walsingham, 1881",species,,Menesta,,rubescens,,213,,,ICZN,,,
271,271,Gelechia (Trichotaphe) refusella,"Walsingham, 1882",species,,Gelechia,Trichotaphe,refusella,,214,,,ICZN,,,
272,273,Anacampsis fuscella,"(Eversmann, 1844)",species,,Anacampsis,,fuscella,,,,,ICZN,,,
273,273,Lita fuscella,"Eversmann, 1844",species,,Lita,,fuscella,,215,,,ICZN,,,
274,275,Anacampsis hirsutella,"(Constant, 1885)",species,,Anacampsis,,hirsutella,,,,,ICZN,,,
275,275,Tachyptilia hirsutella,"Constant, 1885",species,,Tachyptilia,,hirsutella,,216,,,ICZN,,,
276,276,Anacampsis humilis,"Hodges, 1970",species,,Anacampsis,,humilis,,217,,,ICZN,,,
277,277,Anacampsis idiocentra,"Meyrick, 1922",species,,Anacampsis,,idiocentra,,218,,,ICZN,,,
278,279,Anacampsis innocuella,"(Zeller, 1873)",species,,Anacampsis,,innocuella,,,,,ICZN,,,
279,279,Gelechia (Tachyptilia) innocuella,"Zeller, 1873",species,,Gelechia,Tachyptilia,innocuella,,219,,,ICZN,,,
280,280,Anacampsis innoculella,"Schaffner, 1959",species,,Anacampsis,,innoculella,,220,,,ICZN,,,
281,282,Anacampsis inquieta,"(Meyrick, 1914)",species,,Anacampsis,,inquieta,,,,,ICZN,,,
282,282,Agriastis inquieta,"Meyrick, 1914",species,,Agriastis,,inquieta,,221,,,ICZN,,,
283,283,Anacampsis insularis,"Walsingham, 1897",species,,Anacampsis,,insularis,,222,,,ICZN,,,
284,285,Anacampsis karmeliella,"(Amsel, 1935)",species,,Anacampsis,,karmeliella,,,,,ICZN,,,
285,285,Tachyptilia karmeliella,"Amsel, 1935",species,,Tachyptilia,,karmeliella,,223,,,ICZN,,,
286,286,Tachyptilia karmeliella,"Amsel, 1933",species,,Tachyptilia,,karmeliella,,224,,,ICZN,,,
287,288,Anacampsis kearfottella,"(Busck, 1903)",species,,Anacampsis,,kearfottella,,,,,ICZN,,,
288,288,Aproaerema kearfottella,"Busck, 1903",species,,Aproaerema,,kearfottella,,225,,,ICZN,,,
289,289,Aproaerema kearfottella,"Busck, [1903]",species,,Aproaerema,,kearfottella,,226,,,ICZN,,,
290,291,Anacampsis lacteusochrella,"(Chambers, 1875)",species,,Anacampsis,,lacteusochrella,,,,,ICZN,,,
291,291,Gelechia lacteusochrella,"Chambers, 1875",species,,Gelechia,,lacteusochrella,,227,,,ICZN,,,
292,292,Compsolechia lacteochrella,"Meyrick, 1925",species,,Compsolechia,,lacteochrella,,228,,,ICZN,,,
293,293,Anacampsis lagunculariella,"Busck, 1900",species,,Anacampsis,,lagunculariella,,229,,,ICZN,,,
294,294,Anacampsis languens,"Meyrick, 1918",species,,Anacampsis,,languens,,230,,,ICZN,,,
295,295,Anacampsis lapidella,"Walsingham, 1897",species,,Anacampsis,,lapidella,,231,,,ICZN,,,
296,297,Anacampsis levipedella,"(Clemens, 1863)",species,,Anacampsis,,levipedella,,,,,ICZN,,,
297,297,Strobisia levipedella,"Clemens, 1863",species,,Strobisia,,levipedella,,232,,,ICZN,,,
298,299,Anacampsis lignaria,"(Meyrick, 1926)",species,,Anacampsis,,lignaria,,,,,ICZN,,,
299,299,Compsolechia lignaria,"Meyrick, 1926",species,,Compsolechia,,lignaria,,233,,,ICZN,,,
300,300,Compsolechia homoplasta,"Meyrick, 1932",species,,Compsolechia,,homoplasta,,234,,,ICZN,,,
301,301,Anacampsis lithodelta,"Meyrick, 1922",species,,Anacampsis,,lithodelta,,235,,,ICZN,,,
302,303,Anacampsis lugens,"(Caradja, 1920)",species,,Anacampsis,,lugens,,,,,ICZN,,,
303,303,Tachyptilia lugens,"Caradja, 1920",species,,Tachyptilia,,lugens,,236,,,ICZN,,,
304,304,Anacampsis lupinella,"Busck, 1901",species,,Anacampsis,,lupinella,,237,,,ICZN,,,
305,306,Anacampsis maculatella,"(Lucas, 1956)",species,,Anacampsis,,maculatella,,,,,ICZN,,,
306,306,Tachyptilia maculatella,"Lucas, 1956",species,,Tachyptilia,,maculatella,,238,,,ICZN,,,
307,208,Anacampsis (Tachyptilia),"Curtis, 1827",subgenus,,Anacampsis,Tachyptilia,,,,,,ICZN,,,
308,308,Anacampsis (Tachyptilia) malella,"Amsel, 1959",species,,Anacampsis,Tachyptilia,malella,,239,,,ICZN,,,
309,208,Anacampsis (Compsolechia),"Curtis, 1827",subgenus,,Anacampsis,Compsolechia,,,,,,ICZN,,,
310,310,Anacampsis (Compsolechia) meibomiella,"Forbes, 1931",species,,Anacampsis,Compsolechia,meibomiella,,240,,,ICZN,,,
311,311,Anacampsis mongolicae,"Park, 1988",species,,Anacampsis,,mongolicae,,241,,,ICZN,,,
312,313,Anacampsis multinotata,"(Meyrick, 1918)",species,,Anacampsis,,multinotata,,,,,ICZN,,,
313,313,Gelechia multinotata,"Meyrick, 1918",species,,Gelechia,,multinotata,,242,,,ICZN,,,
314,315,Anacampsis niveopulvella,"(Chambers, 1875)",species,,Anacampsis,,niveopulvella,,,,,ICZN,,,
315,315,Gelechia niveopulvella,"Chambers, 1875",species,,Gelechia,,niveopulvella,,243,,,ICZN,,,
316,317,Anacampsis nocturna,"(Meyrick, 1914)",species,,Anacampsis,,nocturna,,,,,ICZN,,,
317,317,Agriastis nocturna,"Meyrick, 1914",species,,Agriastis,,nocturna,,244,,,ICZN,,,
318,318,Anacampsis nonstrigella,"Busck, 1906",species,,Anacampsis,,nonstrigella,,245,,,ICZN,,,
319,320,Anacampsis obscurella,"([Denis & Schiffermüller], 1775)",species,,Anacampsis,,obscurella,,,,,ICZN,,,
320,320,Tinea obscurella,"[Denis & Schiffermüller], 1775",species,,Tinea,,obscurella,,246,,,ICZN,,,
321,321,Tinea subsequella,"Hübner, 1796",species,,Tinea,,subsequella,,247,,,ICZN,,,
322,322,Lita gaudiella,"Treitschke, 1833",species,,Lita,,gaudiella,,248,,,ICZN,,,
323,323,Anacampsis okui,"Park, 1988",species,,Anacampsis,,okui,,249,,,ICZN,,,
324,324,Anacampsis paltodoriella,"Busck, 1903",species,,Anacampsis,,paltodoriella,,250,,,ICZN,,,
325,326,Anacampsis panormitella,"(Caradja, 1920)",species,,Anacampsis,,panormitella,,,,,ICZN,,,
326,326,Tachyptilia panormitella,"Caradja, 1920",species,,Tachyptilia,,panormitella,,251,,,ICZN,,,
327,328,Anacampsis peloptila,"(Meyrick, 1914)",species,,Anacampsis,,peloptila,,,,,ICZN,,,
328,328,Agriastis peloptila,"Meyrick, 1914",species,,Agriastis,,peloptila,,252,,,ICZN,,,
329,329,Anacampsis perquisita,"Meyrick, 1922",species,,Anacampsis,,perquisita,,253,,,ICZN,,,
330,330,Anacampsis petrographa,"Meyrick, 1922",species,,Anacampsis,,petrographa,,254,,,ICZN,,,
331,331,Anacampsis phytomiella,"Busck, 1914",species,,Anacampsis,,phytomiella,,255,,,ICZN,,,
332,332,Anacampsis poliombra,"Meyrick, 1922",species,,Anacampsis,,poliombra,,256,,,ICZN,,,
333,334,Anacampsis pomaceella,"(Walker, 1864)",species,,Anacampsis,,pomaceella,,,,,ICZN,,,
334,334,Gelechia pomaceella,"Walker, 1864",species,,Gelechia,,pomaceella,,257,,,ICZN,,,
335,335,Alsodryas deltochlora,"Meyrick, 1922",species,,Alsodryas,,deltochlora,,258,,,ICZN,,,
336,337,Anacampsis populella,"(Clerck, 1759)",species,,Anacampsis,,populella,,,,,ICZN,,,
337,337,Phalaena populella,"Clerck, 1759",species,,Phalaena,,populella,,259,,,ICZN,,,
338,338,Tinea tremella,"[Denis & Schiffermüller], 1775",species,,Tinea,,tremella,,260,,,ICZN,,,
339,339,Pyralis boeberana,"Fabricius, 1787",species,,Pyralis,,boeberana,,261,,,ICZN,,,
340,340,Recurvaria populi,"Haworth, 1828",species,,Recurvaria,,populi,,262,,,ICZN,,,
341,341,Anacampsis laticinctella,"Stephens, 1834",species,,Anacampsis,,laticinctella,,263,,,ICZN,,,
342,342,Anacampsis tremulella,"Duponchel, [1839]",species,,Anacampsis,,tremulella,,264,,,ICZN,,,
343,343,Anacampsis fuliginella,"Duponchel, [1839]",species,,Anacampsis,,fuliginella,,265,,,ICZN,,,
344,344,Tachyptilia (Anacampsis) populella f. sachalinensis,"Matsumura, 1931",form,,Tachyptilia,Anacampsis,populella,sachalinensis,266,,,ICZN,,,
345,345,Tachystilia populella subsp. fuscatella,"Bentinck, 1934",subspecies,,Tachystilia,,populella,fuscatella,267,,,ICZN,,,
346,346,Tachyptilia populella f. ambronella,"Meder, 1934",form,,Tachyptilia,,populella,ambronella,268,,,ICZN,,,
347,347,Tachyptilia populella ab. crepusculata,"Skala, 1936",aberration,,Tachyptilia,,populella,crepusculata,269,,,ICZN,,,
348,348,Tachyptilia ceballosi,"Agenjo, 1959",species,,Tachyptilia,,ceballosi,,270,,,ICZN,,,
349,350,Anacampsis prasina,"(Meyrick, 1914)",species,,Anacampsis,,prasina,,,,,ICZN,,,
350,350,Agriastis prasina,"Meyrick, 1914",species,,Agriastis,,prasina,,271,,,ICZN,,,
351,351,Anacampsis primigenia,"Meyrick, 1918",species,,Anacampsis,,primigenia,,272,,,ICZN,,,
352,352,Anacampsis psoraliella,"Barnes & Busck, 1920",species,,Anacampsis,,psoraliella,,273,,,ICZN,,,
353,353,Anacampsis quinquepunctella,"Walsingham, 1897",species,,Anacampsis,,quinquepunctella,,274,,,ICZN,,,
354,354,Anacampsis rhabdodes,"Walsingham, 1910",species,,Anacampsis,,rhabdodes,,275,,,ICZN,,,
355,356,Anacampsis rhoifructella,"(Clemens, 1860)",species,,Anacampsis,,rhoifructella,,,,,ICZN,,,
356,356,Gelechia rhoifructella,"Clemens, 1860",species,,Gelechia,,rhoifructella,,276,,,ICZN,,,
357,357,Anacampsis rivalis,"Meyrick, 1918",species,,Anacampsis,,rivalis,,277,,,ICZN,,,
358,358,Anacampsis sacramenta,"Keifer, 1933",species,,Anacampsis,,sacramenta,,278,,,ICZN,,,
359,360,Anacampsis scalata,"(Meyrick, 1914)",species,,Anacampsis,,scalata,,,,,ICZN,,,
360,360,Agriastis scalata,"Meyrick, 1914",species,,Agriastis,,scalata,,279,,,ICZN,,,
361,361,Agriastis caneodes,"Meyrick, 1922",species,,Agriastis,,caneodes,,280,,,ICZN,,,
362,363,Anacampsis scintillella,"(Fischer von Röslerstamm, [1841])",species,,Anacampsis,,scintillella,,,,,ICZN,,,
363,363,Lita scintillella,"Fischer von Röslerstamm, [1841]",species,,Lita,,scintillella,,281,,,ICZN,,,
364,364,Gelechia (Gelechia) scintilella,"Heydenreich, 1851",species,,Gelechia,Gelechia,scintilella,,282,,,ICZN,,,
365,365,Anacampsis brunneella,"Herrich-Schäffer, 1854",species,,Anacampsis,,brunneella,,283,,,ICZN,,,
366,366,Gelechia contuberniella,"Staudinger, 1859",species,,Gelechia,,contuberniella,,284,,,ICZN,,,
367,367,Gelechia subsequella var. contuberniella,"Staudinger, Mann, 1864",variety,,Gelechia,,subsequella,contuberniella,285,,,ICZN,,,
368,369,Anacampsis solemnella,"(Christoph, 1882)",species,,Anacampsis,,solemnella,,,,,ICZN,,,
369,369,Tachyptilia solemnella,"Christoph, 1882",species,,Tachyptilia,,solemnella,,286,,,ICZN,,,
370,370,Compsolechia metagramma,"Meyrick, 1918",species,,Compsolechia,,metagramma,,287,,,ICZN,,,
371,372,Anacampsis temerella,"(Lienig & Zeller, 1846)",species,,Anacampsis,,temerella,,,,,ICZN,,,
372,372,Gelechia temerella,"Lienig & Zeller, 1846",species,,Gelechia,,temerella,,288,,,ICZN,,,
373,373,Gelechia pernigrella,"Douglas, 1850",species,,Gelechia,,pernigrella,,289,,,ICZN,,,
374,375,Anacampsis tephriasella,"(Chambers, 1872)",species,,Anacampsis,,tephriasella,,,,,ICZN,,,
375,375,Gelechia tephriasella,"Chambers, 1872",species,,Gelechia,,tephriasella,,290,,,ICZN,,,
376,377,Anacampsis timidella,"(Wocke, 1887)",species,,Anacampsis,,timidella,,,,,ICZN,,,
377,377,Tachyptilia timidella,"Wocke, 1887",species,,Tachyptilia,,timidella,,291,,,ICZN,,,
378,378,Tachyptilia disquei,"Meess, 1907",species,,Tachyptilia,,disquei,,292,,,ICZN,,,
379,379,Tachyptilia quercella,"Chrétien, 1907",species,,Tachyptilia,,quercella,,293,,,ICZN,,,
380,380,Tachyptilia suberiella,"Caradja, 1920",species,,Tachyptilia,,suberiella,,294,,,ICZN,,,
381,381,Anacampsis triangularis,"Braun, 1923",species,,Anacampsis,,triangularis,,295,,,ICZN,,,
382,382,Anacampsis triangulella,"Park, 1988",species,,Anacampsis,,triangulella,,296,,,ICZN,,,
383,384,Anacampsis tridentella,"(Walsingham, 1910)",species,,Anacampsis,,tridentella,,,,,ICZN,,,
384,384,Cathegesis tridentella,"Walsingham, 1910",species,,Cathegesis,,tridentella,,297,,,ICZN,,,
385,386,Anacampsis trifoliella,"(Constant, 1890)",species,,Anacampsis,,trifoliella,,,,,ICZN,,,
386,386,Tachyptilia trifoliella,"Constant, 1890",species,,Tachyptilia,,trifoliella,,298,,,ICZN,,,
387,388,Anacampsis tristrigella,"(Walsingham, 1882)",species,,Anacampsis,,tristrigella,,,,,ICZN,,,
388,388,Gelechia tristrigella,"Walsingham, 1882",species,,Gelechia,,tristrigella,,299,,,ICZN,,,
389,389,Anacampsis ursula,"Walsingham, 1910",species,,Anacampsis,,ursula,,300,,,ICZN,,,
390,391,Anacampsis veteranella,"(Zeller, 1877)",species,,Anacampsis,,veteranella,,,,,ICZN,,,
391,391,Gelechia (Tachyptilia) veteranella,"Zeller, 1877",species,,Gelechia,Tachyptilia,veteranella,,301,,,ICZN,,,
392,393,Anacampsis viretella,"(Zeller, 1877)",species,,Anacampsis,,viretella,,,,,ICZN,,,
393,393,Gelechia (Teleia) viretella,"Zeller, 1877",species,,Gelechia,Teleia,viretella,,302,,,ICZN,,,
394,394,Anacampsis wikeri,"Harrison, 2013",species,,Anacampsis,,wikeri,,303,,,ICZN,,,
395,395,Anapatetris,"Janse, 1951",genus,Anapatetris,,,,,304,,,ICZN,,,
396,397,Anapatetris crystallista,"(Meyrick, 1911)",species,,Anapatetris,,crystallista,,,,,ICZN,,,
397,397,Epiphthora crystallista,"Meyrick, 1911",species,,Epiphthora,,crystallista,,305,,,ICZN,,,
398,398,Anarsia,"Zeller, 1839",genus,Anarsia,,,,,8878,,,ICZN,,,
399,399,Ananarsia,"Amsel, 1959",genus,Ananarsia,,,,,307,,,ICZN,,,
400,400,Anarsia acaciae,"Walsingham, 1896",species,,Anarsia,,acaciae,,308,,,ICZN,,,
401,401,Anarsia acerata,"Meyrick, 1913",species,,Anarsia,,acerata,,309,,,ICZN,,,
402,402,Anarsia idioptila,"Meyrick, 1916",species,,Anarsia,,idioptila,,310,,,ICZN,,,
403,403,Anarsia acrotoma,"Meyrick, 1913",species,,Anarsia,,acrotoma,,311,,,ICZN,,,
404,404,Anarsia agricola,"Walsingham, 1891",species,,Anarsia,,agricola,,312,,,ICZN,,,
405,405,Anarsia agricola var. gambiensis,"Strand, 1913",variety,,Anarsia,,agricola,gambiensis,313,,,ICZN,,,
406,406,Anarsia albibasella,"Janse, 1963",species,,Anarsia,,albibasella,,314,,,ICZN,,,
407,407,Anarsia aleurodes,"Meyrick, 1922",species,,Anarsia,,aleurodes,,315,,,ICZN,,,
408,408,Anarsia altercata,"Meyrick, 1918",species,,Anarsia,,altercata,,316,,,ICZN,,,
409,409,Anarsia amalleuta,"Meyrick, 1913",species,,Anarsia,,amalleuta,,317,,,ICZN,,,
410,410,Anarsia amegarta,"Meyrick, 1933",species,,Anarsia,,amegarta,,318,,,ICZN,,,
411,411,Anarsia anisodonta,"Diakonoff, 1954",species,,Anarsia,,anisodonta,,319,,,ICZN,,,
412,412,Anarsia anthracaula,"Meyrick, 1929",species,,Anarsia,,anthracaula,,320,,,ICZN,,,
413,413,Anarsia arachniota,"Meyrick, 1925",species,,Anarsia,,arachniota,,321,,,ICZN,,,
414,414,Anarsia arachionta,"Amsel, 1967",species,,Anarsia,,arachionta,,322,,,ICZN,,,
415,415,Anarsia arsenopa,"Meyrick, 1920",species,,Anarsia,,arsenopa,,323,,,ICZN,,,
416,416,Anarsia aspera,"Park, 1995",species,,Anarsia,,aspera,,324,,,ICZN,,,
417,417,Anarsia asymmetrodes,"Park, 2014",species,,Anarsia,,asymmetrodes,,325,,,ICZN,,,
418,418,Anarsia balioneura,"Meyrick, 1921",species,,Anarsia,,balioneura,,326,,,ICZN,,,
419,419,Anarsia beitunica,"Li & Zheng, 1998",species,,Anarsia,,beitunica,,327,,,ICZN,,,
420,421,Anarsia belutschistanella,"(Amsel, 1959)",species,,Anarsia,,belutschistanella,,,,,ICZN,,,
421,421,Ananarsia belutschistanella,"Amsel, 1959",species,,Ananarsia,,belutschistanella,,328,,,ICZN,,,
422,423,Anarsia bilbainella,"(Rössler, 1877)",species,,Anarsia,,bilbainella,,,,,ICZN,,,
423,423,Nothris bilbainella,"Rössler, 1877",species,,Nothris,,bilbainella,,329,,,ICZN,,,
424,424,Anarsia ovilella,"Réal, 1994",species,,Anarsia,,ovilella,,330,,,ICZN,,,
425,425,Anarsia bizensis,"Réal, 1994",species,,Anarsia,,bizensis,,331,,,ICZN,,,
426,426,Anarsia infundibulella,"Réal, 1994",species,,Anarsia,,infundibulella,,332,,,ICZN,,,
427,427,Anarsia oviletta,"Réal, 1994",species,,Anarsia,,oviletta,,333,,,ICZN,,,
428,428,Anarsia infundiblulella,"Nel, 1997",species,,Anarsia,,infundiblulella,,334,,,ICZN,,,
429,429,Anarsia bimaculata,"Ponomarenko, 1989",species,,Anarsia,,bimaculata,,335,,,ICZN,,,
430,430,Anarsia magnibimaculata,"Li & Zheng, 1998",species,,Anarsia,,magnibimaculata,,336,,,ICZN,,,
431,432,Anarsia bipinnata,"(Meyrick, 1932)",species,,Anarsia,,bipinnata,,,,,ICZN,,,
432,432,Chelaria bipinnata,"Meyrick, 1932",species,,Chelaria,,bipinnata,,337,,,ICZN,,,
433,433,Anarsia bipinata,"Park, 1983a",species,,Anarsia,,bipinata,,338,,,ICZN,,,
434,434,Anarsia burmanni,"Amsel, 1958",species,,Anarsia,,burmanni,,339,,,ICZN,,,
435,435,Anarsia callicosma,"Janse, 1960",species,,Anarsia,,callicosma,,340,,,ICZN,,,
436,436,Anarsia campestra,"Park, 2016",species,,Anarsia,,campestra,,341,,,ICZN,,,
437,437,Anarsia caragana,"Yang & Li, 2000",species,,Anarsia,,caragana,,342,,,ICZN,,,
438,438,Anarsia carbonaria,"Meyrick, 1913",species,,Anarsia,,carbonaria,,343,,,ICZN,,,
439,439,Anarsia carbanaria,"Clarke, 1955",species,,Anarsia,,carbanaria,,344,,,ICZN,,,
440,441,Anarsia centrospila,"(Turner, 1919)",species,,Anarsia,,centrospila,,,,,ICZN,,,
441,441,Nothris centrospila,"Turner, 1919",species,,Nothris,,centrospila,,345,,,ICZN,,,
442,442,Anarsia chiangmaiensis,"Park & Ponomarenko, 1996",species,,Anarsia,,chiangmaiensis,,346,,,ICZN,,,
443,443,Anarsia choana,"Park, 1995",species,,Anarsia,,choana,,347,,,ICZN,,,
444,444,Anarsia citromitra,"Meyrick, 1921",species,,Anarsia,,citromitra,,348,,,ICZN,,,
445,445,Anarsia citomita,"Janse, 1949",species,,Anarsia,,citomita,,349,,,ICZN,,,
446,446,Anarsia conica,"Park & Ponomarenko, 1996",species,,Anarsia,,conica,,350,,,ICZN,,,
447,447,Anarsia crassipalpella,"Legrand, 1965",species,,Anarsia,,crassipalpella,,351,,,ICZN,,,
448,449,Anarsia cyrtopleura,"(Turner, 1919)",species,,Anarsia,,cyrtopleura,,352,,,ICZN,,,
449,449,Nothris cyrtopleura,"Turner, 1919",species,,Nothris,,cyrtopleura,,353,,,ICZN,,,
450,450,Anarsia decora,"Li & Zheng, 1998",species,,Anarsia,,decora,,354,,,ICZN,,,
451,451,Anarsia degeneralis,"Park, 2017",species,,Anarsia,,degeneralis,,355,,,ICZN,,,
452,452,Anarsia deuterodes,"Park, 2016",species,,Anarsia,,deuterodes,,356,,,ICZN,,,
453,453,Anarsia didymopa,"Meyrick, 1916",species,,Anarsia,,didymopa,,357,,,ICZN,,,
454,454,Anarsia diversiola,"Park, 2016",species,,Anarsia,,diversiola,,358,,,ICZN,,"Prov., Cuc Phuong National Park, 300m, 2.v.2005 (Park & Kim), (slide no. CIS-6407). (KNA, Pocheon). An incorrect (of a multiple) original spelling of Anarsia diversiola Park, 2016.",
455,455,Anarsia divisiola,"Park, 2016",species,,Anarsia,,divisiola,,359,,,ICZN,,,
456,456,Anarsia dryinopa,"Lower, 1897",species,,Anarsia,,dryinopa,,360,,,ICZN,,,
457,457,Izatha griseata,"Hudson, 1939",species,,Izatha,,griseata,,361,,,ICZN,,,
458,458,Anarsia durandella,"Lucas, 1949",species,,Anarsia,,durandella,,362,,,ICZN,,,
459,459,Anarsia eburnella,"Christoph, 1887",species,,Anarsia,,eburnella,,363,,,ICZN,,,
460,460,Anarsia eleagnella,"Kuznetzov, 1957",species,,Anarsia,,eleagnella,,364,,,ICZN,,,
461,461,Anarsia elongata,"Park, 1995",species,,Anarsia,,elongata,,365,,,ICZN,,,
462,462,Anarsia ephippias,"Meyrick, 1908",species,,Anarsia,,ephippias,,366,,,ICZN,,,
463,463,Anarsia epiula,"Meyrick, 1904",species,,Anarsia,,epiula,,367,,,ICZN,,,
464,464,Anarsia epotias,"Meyrick, 1916",species,,Anarsia,,epotias,,368,,,ICZN,,,
465,466,Anarsia eriozona,"(Meyrick, 1921)",species,,Anarsia,,eriozona,,,,,ICZN,,,
466,466,Chelaria eriozona,"Meyrick, 1921",species,,Chelaria,,eriozona,,369,,,ICZN,,,
467,467,Anarsia euphorodes,"Meyrick, 1922",species,,Anarsia,,euphorodes,,370,,,ICZN,,,
468,468,Anarsia eutacta,"Meyrick, 1921",species,,Anarsia,,eutacta,,371,,,ICZN,,,
469,469,Anarsia eximia,"Li & Zheng, 1998",species,,Anarsia,,eximia,,372,,,ICZN,,,
470,470,Anarsia fasciella,"Agassiz & Bidzilya, 2016",species,,Anarsia,,fasciella,,373,,,ICZN,,,
471,471,Anarsia gajiensis,"Park & Ponomarenko, 1996",species,,Anarsia,,gajiensis,,374,,,ICZN,,,
472,472,Anarsia geminella,"Amsel, 1967",species,,Anarsia,,geminella,,375,,,ICZN,,,
473,473,Anarsia gravata,"Meyrick, 1911",species,,Anarsia,,gravata,,376,,,ICZN,,,
474,474,Anarsia ambitiosa,"Meyrick, 1913",species,,Anarsia,,ambitiosa,,377,,,ICZN,,,
475,475,Anarsia gravate,"Janse, 1954",species,,Anarsia,,gravate,,378,,,ICZN,,,
476,476,Anarsia gryphodes,"Park, 2016",species,,Anarsia,,gryphodes,,379,,,ICZN,,,
477,477,Anarsia guiera,"Bradley, 1969",species,,Anarsia,,guiera,,380,,,ICZN,,,
478,478,Anarsia guizhouensis,"Li, 2002",species,,Anarsia,,guizhouensis,,381,,,ICZN,,,
479,479,Anarsia halimodendri,"Christoph, 1877",species,,Anarsia,,halimodendri,,382,,,ICZN,,,
480,480,Anarsia hippocoma,"Meyrick, 1921",species,,Anarsia,,hippocoma,,383,,,ICZN,,,
481,481,Anarsia houhunlii,"Park, 2016",species,,Anarsia,,houhunlii,,384,,,ICZN,,,
482,482,Anarsia huensis,"Park, 2017",species,,Anarsia,,huensis,,385,,,ICZN,,,
483,483,Anarsia incerta,"Ueda, 1997",species,,Anarsia,,incerta,,386,,,ICZN,,,
484,484,Anarsia inculta,"Walsingham, 1891",species,,Anarsia,,inculta,,387,,,ICZN,,,
485,485,Anarsia innoxiella,"Gregersen & Karsholt, 2017",species,,Anarsia,,innoxiella,,,,,ICZN,,,
486,486,Anarsia isogona,"Meyrick, 1913",species,,Anarsia,,isogona,,388,,,ICZN,,,
487,487,Anansia isogorca,"Li & Zheng, 1997",species,,Anansia,,isogorca,,389,,,ICZN,,,
488,488,Anarsia kepensis,"Park, 2016",species,,Anarsia,,kepensis,,390,,,ICZN,,,
489,489,Anarsia largimacularis,"Li & Zheng, 1998",species,,Anarsia,,largimacularis,,391,,,ICZN,,,
490,490,Anarsia leberonella,"Réal, 1994",species,,Anarsia,,leberonella,,392,,,ICZN,,,
491,491,Anarsia lechriosema,"Bradley, 1982",species,,Anarsia,,lechriosema,,393,,,ICZN,,,
492,492,Anarsia leucophora,"Meyrick, 1904",species,,Anarsia,,leucophora,,394,,,ICZN,,,
493,493,Anarsia lewvanichae,"Park & Ponomarenko, 1996",species,,Anarsia,,lewvanichae,,395,,,ICZN,,,
494,494,Anarsia libanoticella,"Amsel, 1967",species,,Anarsia,,libanoticella,,396,,,ICZN,,,
495,495,Anarsia lineatella,"Zeller, 1839",species,,Anarsia,,lineatella,,8878,,,ICZN,,,
496,496,Tinea pullatella,"Hübner, 1796",species,,Tinea,,pullatella,,398,,,ICZN,,,
497,497,Anarsia pruniella,"Clemens, 1860",species,,Anarsia,,pruniella,,399,,,ICZN,,,
498,498,Ananarsia lineatella subsp. heratella,"Amsel, 1967",subspecies,,Ananarsia,,lineatella,heratella,400,,,ICZN,,,
499,499,Ananarsia lineatella subsp. tauricella,"Amsel, 1967",subspecies,,Ananarsia,,lineatella,tauricella,401,,,ICZN,,,
500,500,Anarsia longipalpella,"Rebel, 1907",species,,Anarsia,,longipalpella,,,,,ICZN,,,
501,501,Anarsia luticostella,"Chrétien, 1915",species,,Anarsia,,luticostella,,402,,,ICZN,,,
502,502,Anarsia malagasyella,"Viette, 1968",species,,Anarsia,,malagasyella,,403,,,ICZN,,,
503,503,Anarsia meiosis,"Park & Ponomarenko, 1996",species,,Anarsia,,meiosis,,404,,,ICZN,,,
504,504,Anarsia melanchropa,"Meyrick, 1926",species,,Anarsia,,melanchropa,,405,,,ICZN,,,
